IC_GROUP0;IC_GROUP1;IC_GROUP2;IE_NAME;IE_CODE;IP_PROP57;IP_PROP49;IP_PROP56;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IE_PREVIEW_PICTURE;IE_DETAIL_PICTURE
Hu-Friedy;Распаторы;;PCP65006;pcp65006;Хирургия;HU-FRIEDY;Германия;;;rmt1969230989229305820.jpg;rmt1969230989229305820.jpg
Hu-Friedy;Распаторы;;PBQ;pbq;Хирургия;HU-FRIEDY;Германия;;;rmt13280912071725808404.jpg;rmt13280912071725808404.jpg
Hu-Friedy;Распаторы;;P9/PA6;p9/pa6;Хирургия;HU-FRIEDY;Германия;;;rmt9260093681214002656.jpg;rmt9260093681214002656.jpg
Hu-Friedy;Распаторы;;P9/PA;p9/pa;Хирургия;HU-FRIEDY;Германия;;;rmt17640435171332064593.jpg;rmt17640435171332064593.jpg
Hu-Friedy;Распаторы;;P9;p9;Хирургия;HU-FRIEDY;Германия;;;rmt1853055029520462053.jpg;rmt1853055029520462053.jpg
Hu-Friedy;Распаторы;;P8D;p8d;Хирургия;HU-FRIEDY;Германия;;;rmt3831333951072907741.jpg;rmt3831333951072907741.jpg
Hu-Friedy;Распаторы;;P24GSIC;p24gsic;Хирургия;HU-FRIEDY;Германия;;;rmt2216455531445811576.jpg;rmt2216455531445811576.jpg
Hu-Friedy;Распаторы;;IR;ir;Хирургия;HU-FRIEDY;Германия;;;rmt4825845191466007593.jpg;rmt4825845191466007593.jpg
Hu-Friedy;Ретракторы;;WA;wa;Хирургия;HU-FRIEDY;Германия;"Ручка с системой фиксации для зеркал
и ретракторов, длина 110 мм.";;rmt12016839461338083041.jpg;rmt12016839461338083041.jpg
Hu-Friedy;Ретракторы;;STMBH;stmbh;Хирургия;HU-FRIEDY;Германия;Ретрактор вестибулярный, универсальный.;;rmt1674009598519261148.jpg;rmt1674009598519261148.jpg
Hu-Friedy;Ретракторы;;SRTZ07;srtz07;Хирургия;HU-FRIEDY;Германия;Ретрактор 75 мм.;;rmt20481388701416249159.jpg;rmt20481388701416249159.jpg
Hu-Friedy;Ретракторы;;SRTZ06;srtz06;Хирургия;HU-FRIEDY;Германия;Ретрактор 93 мм.;;rmt1054135296818442017.jpg;rmt1054135296818442017.jpg
Hu-Friedy;Ретракторы;;SRTZ05;srtz05;Хирургия;HU-FRIEDY;Германия;Ретрактор 72 мм.;;rmt11456618961963662376.jpg;rmt11456618961963662376.jpg
Hu-Friedy;Ретракторы;;SRTZ01;srtz01;Хирургия;HU-FRIEDY;Германия;#3 12х55 мм;;rmt951532670963817494.jpg;rmt951532670963817494.jpg
Hu-Friedy;Ретракторы;;SR3;sr3;Хирургия;HU-FRIEDY;Германия;#2 10х42 мм;;rmt20405143921906732485.jpg;rmt20405143921906732485.jpg
Hu-Friedy;Ретракторы;;SR2;sr2;Хирургия;HU-FRIEDY;Германия;Изогнутый к низу #1 7х25 мм.;;rmt575015370433103418.jpg;rmt575015370433103418.jpg
Hu-Friedy;Ретракторы;;S10SC;s10sc;Хирургия;HU-FRIEDY;Германия;Middeldorpf ретрактор;;rmt12890724122033011911.jpg;rmt12890724122033011911.jpg
Hu-Friedy;Ретракторы;;RSMID2;rsmid2;Хирургия;HU-FRIEDY;Германия;Middeldorpf ретрактор;;rmt19662904522017767490.jpg;rmt19662904522017767490.jpg
Hu-Friedy;Ретракторы;;MAL1;mal1;Хирургия;HU-FRIEDY;Германия;Ретрактор имплантологический, вестибулярный, универсальный.;;rmt1014787400946860209.jpg;rmt1014787400946860209.jpg
Hu-Friedy;Ретракторы;;CSLABANCA6;cslabanca6;Хирургия;HU-FRIEDY;Германия;Simion щечный ретрактор;;rmt11913850141232163198.jpg;rmt11913850141232163198.jpg
Hu-Friedy;Ретракторы;;CRMS;crms;Хирургия;HU-FRIEDY;Германия;Cawood-Minnesota;;rmt1423335601760396711.jpg;rmt1423335601760396711.jpg
Hu-Friedy;Ретракторы;;CRM2;crm2;Хирургия;HU-FRIEDY;Германия;University of Minnesota;;rmt13403905631378640288.jpg;rmt13403905631378640288.jpg
Hu-Friedy;Ретракторы;;CRM;crm;Хирургия;HU-FRIEDY;Германия;Bishop;;rmt13571595881389524688.jpg;rmt13571595881389524688.jpg
Hu-Friedy;Рукоятки для скальпелей;;SKRA36;skra36;Хирургия;HU-FRIEDY;Германия;Ручка титановая круглой формы, анатомическая;;rmt19311046241068804945.jpg;rmt19311046241068804945.jpg
Hu-Friedy;Рукоятки для скальпелей;;SHTMBH;shtmbh;Хирургия;HU-FRIEDY;Германия;Ручка круглая, анатомическая;;rmt13760645981226257392.jpg;rmt13760645981226257392.jpg
Hu-Friedy;Рукоятки для скальпелей;;10-256-12;10-256-12;Хирургия;HU-FRIEDY;Германия;"Ручка круглая, анатомическая. Аналог ручки
10-130-05E.";;rmt524039420759035939.jpg;rmt524039420759035939.jpg
Hu-Friedy;Рукоятки для скальпелей;;10-130-05АЕ;10-130-05ае;Хирургия;HU-FRIEDY;Германия;Ручка круглая, анатомическая;;rmt9398490421150920760.jpg;rmt9398490421150920760.jpg
Hu-Friedy;Рукоятки для скальпелей;;10-130-05E;10-130-05e;Хирургия;HU-FRIEDY;Германия;Ручка для скальпеля с метрической линейкой;;rmt11846198352024898245.jpg;rmt11846198352024898245.jpg
Hu-Friedy;Синдесмотомы, периотомы;;PTROM16;ptrom16;Хирургия;HU-FRIEDY;Германия;Имеет прямую рабочую часть для использования во фронтальном отделе.;;rmt1614477906963337781.jpg;rmt1614477906963337781.jpg
Hu-Friedy;Синдесмотомы, периотомы;;PT2;pt2;Хирургия;HU-FRIEDY;Германия;Периотом для жевательных зубов.;;rmt19037005331622782922.jpg;rmt19037005331622782922.jpg
Hu-Friedy;Синдесмотомы, периотомы;;PESIM16;pesim16;Хирургия;HU-FRIEDY;Германия;Dr. Wise синдесмотом.;;rmt1226433648123261554.jpg;rmt1226433648123261554.jpg
Hu-Friedy;Скребки костные;;SPR1/2S6;spr1/2s6;Хирургия;HU-FRIEDY;Германия;P24G/13KL Palacci модифицированный #4, #6.;;rmt1079621904970811340.jpg;rmt1079621904970811340.jpg
Hu-Friedy;Скребки костные;;PPBUSER6;ppbuser6;Хирургия;HU-FRIEDY;Германия;2|3 Buser периодонтальный скребок модифицированный, 4 мм/5 мм #6. С этими скребками возможно легко осуществлять забор трансплантационного материла в необходимом количестве.;;rmt1827403116239009223.jpg;rmt1827403116239009223.jpg
Hu-Friedy;Скребки костные;;PPBUSE2/36;ppbuse2/36;Хирургия;HU-FRIEDY;Германия;1|3 Buser периодонтальный скребок модифицированный, 3 мм/5 мм #6. С этими скребками возможно легко осуществлять забор трансплантационного материла в необходимом количестве.;;rmt16694006701970806150.jpg;rmt16694006701970806150.jpg
Hu-Friedy;Скребки костные;;PPBUSE1/36;ppbuse1/36;Хирургия;HU-FRIEDY;Германия;1|2 Buser периодонтальный скребок модифицированный, 3 мм/4 мм #6. ;;rmt1981464709571914803.jpg;rmt1981464709571914803.jpg
Hu-Friedy;Скребки костные;;PKN1526;pkn1526;Хирургия;HU-FRIEDY;Германия;13K/TG Jovanovic 6 мм #10, #6.;;rmt14623246061523139849.jpg;rmt14623246061523139849.jpg
Hu-Friedy;Скребки костные;;PJO/36;pjo/36;Хирургия;HU-FRIEDY;Германия;13K/TG Jovanovic 5 мм #10, #6.;;rmt693555512355476756.jpg;rmt693555512355476756.jpg
Hu-Friedy;Скребки костные;;PJO/26;pjo/26;Хирургия;HU-FRIEDY;Германия;13K/TG Jovanovic 4 мм #10, #6.;;rmt1547960535132218905.jpg;rmt1547960535132218905.jpg
Hu-Friedy;Шовные материалы;;PSNR7772L;psnr7772l;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-6 ;;rmt250703658877714266.jpg;rmt250703658877714266.jpg
Hu-Friedy;Шовные материалы;;PSNR683L;psnr683l;Хирургия;HU-FRIEDY;Германия;Иглы с режущим кончиком D-14 ;;rmt13868057591917135254.jpg;rmt13868057591917135254.jpg
Hu-Friedy;Шовные материалы;;PSN953S;psn953s;Хирургия;HU-FRIEDY;Германия;Иглы с режущим кончиком D-14 ;;rmt715846487659279107.jpg;rmt715846487659279107.jpg
Hu-Friedy;Шовные материалы;;PSN952S;psn952s;Хирургия;HU-FRIEDY;Германия;Иглы с круглым сечением T-28;;rmt2025125065755373035.jpg;rmt2025125065755373035.jpg
Hu-Friedy;Шовные материалы;;PSN8756P;psn8756p;Хирургия;HU-FRIEDY;Германия;Иглы с круглым сечением T-28;;~nophoto_2_61_802.png;~nophoto_2_61_802.png
Hu-Friedy;Шовные материалы;;PSN872S;psn872s;Хирургия;HU-FRIEDY;Германия;Иглы с круглым сечением T-28;;~nophoto_2_82_80.png;~nophoto_2_82_80.png
Hu-Friedy;Шовные материалы;;PSN871S;psn871s;Хирургия;HU-FRIEDY;Германия;Иглы с круглым сечением T-28;;~nophoto_2_8_511.png;~nophoto_2_8_511.png
Hu-Friedy;Шовные материалы;;PSN870S;psn870s;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы Premium C-3 ;;~nophoto_2_60_883.png;~nophoto_2_60_883.png
Hu-Friedy;Шовные материалы;;PSN8698P;psn8698p;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы Premium C-1 ;;rmt973976721337647110.jpg;rmt973976721337647110.jpg
Hu-Friedy;Шовные материалы;;PSN8697P;psn8697p;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы Premium C-1 ;;rmt19737788211572935648.jpg;rmt19737788211572935648.jpg
Hu-Friedy;Шовные материалы;;PSN8696P;psn8696p;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы Premium C-3 ;;rmt85673257296968899.jpg;rmt85673257296968899.jpg
Hu-Friedy;Шовные материалы;;PSN8695P;psn8695p;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-6 ;;rmt1818517447202020663.jpg;rmt1818517447202020663.jpg
Hu-Friedy;Шовные материалы;;PSN8683P;psn8683p;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-6 ;;rmt17138996901180536406.jpg;rmt17138996901180536406.jpg
Hu-Friedy;Шовные материалы;;PSN8661P;psn8661p;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-22 ;;rmt1214221412377730599.jpg;rmt1214221412377730599.jpg
Hu-Friedy;Шовные материалы;;PSN8660P;psn8660p;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-22 ;;rmt1041022605173112559.jpg;rmt1041022605173112559.jpg
Hu-Friedy;Шовные материалы;;PSN8614P;psn8614p;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-17 ;;rmt1127282838562087345.jpg;rmt1127282838562087345.jpg
Hu-Friedy;Шовные материалы;;PSN8385P;psn8385p;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-17 ;;rmt1667774791275796807.jpg;rmt1667774791275796807.jpg
Hu-Friedy;Шовные материалы;;PSN8384P;psn8384p;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-4;;rmt69464908281336079.jpg;rmt69464908281336079.jpg
Hu-Friedy;Шовные материалы;;PSN8245P;psn8245p;Хирургия;HU-FRIEDY;Германия;Иглы с режущим кончиком D-14 ;;~nophoto_2_6_359.png;~nophoto_2_6_359.png
Hu-Friedy;Шовные материалы;;PSN7773L;psn7773l;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-6 ;;rmt1923926757697927730.png;rmt1923926757697927730.png
Hu-Friedy;Шовные материалы;;PSN7772S;psn7772s;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-43 ;;rmt592167284586175661.jpg;rmt592167284586175661.jpg
Hu-Friedy;Шовные материалы;;PSN7764S;psn7764s;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-43 ;;rmt516312281030495871.jpg;rmt516312281030495871.jpg
Hu-Friedy;Шовные материалы;;PSN7763S;psn7763s;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-43 ;;rmt1900487971696913270.jpg;rmt1900487971696913270.jpg
Hu-Friedy;Шовные материалы;;PSN7762S;psn7762s;Хирургия;HU-FRIEDY;Германия;Иглы с режущим кончиком D-14 ;;rmt6785661041597818893.jpg;rmt6785661041597818893.jpg
Hu-Friedy;Шовные материалы;;PSN773P;psn773p;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-9 ;;rmt1985663752275184654.png;rmt1985663752275184654.png
Hu-Friedy;Шовные материалы;;PSN737S;psn737s;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-17 ;;rmt60147741932983164.jpg;rmt60147741932983164.jpg
Hu-Friedy;Шовные материалы;;PSN736S;psn736s;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-19;;rmt21039017312131263876.jpg;rmt21039017312131263876.jpg
Hu-Friedy;Шовные материалы;;PSN734S;psn734s;Хирургия;HU-FRIEDY;Германия;Иглы с круглым сечением T-4;;~nophoto_2_73_808.png;~nophoto_2_73_808.png
Hu-Friedy;Шовные материалы;;PSN7343S;psn7343s;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-19;;~nophoto_2_15_550.png;~nophoto_2_15_550.png
Hu-Friedy;Шовные материалы;;PSN733S;psn733s;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-19;;~nophoto_2_5_486.png;~nophoto_2_5_486.png
Hu-Friedy;Шовные материалы;;PSN724V;psn724v;Хирургия;HU-FRIEDY;Германия;Иглы с режущим кончиком D-14 ;;~nophoto_2_46_680.png;~nophoto_2_46_680.png
Hu-Friedy;Шовные материалы;;PSN6953L;psn6953l;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-6 ;;rmt8209199281716521972.png;rmt8209199281716521972.png
Hu-Friedy;Шовные материалы;;PSN683S;psn683s;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-6 ;;rmt19303356551070548275.jpg;rmt19303356551070548275.jpg
Hu-Friedy;Шовные материалы;;PSN682S;psn682s;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-22 ;;rmt10907039711779685632.jpg;rmt10907039711779685632.jpg
Hu-Friedy;Шовные материалы;;PSN681S;psn681s;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы Premium C-3 ;;rmt1574533672782389293.jpg;rmt1574533672782389293.jpg
Hu-Friedy;Шовные материалы;;PSN641S;psn641s;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы Premium C-3 ;;rmt1219005661954693692.jpg;rmt1219005661954693692.jpg
Hu-Friedy;Шовные материалы;;PSN640S;psn640s;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-9 ;;rmt679090011119385647.jpg;rmt679090011119385647.jpg
Hu-Friedy;Шовные материалы;;PSN632S;psn632s;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-9 ;;rmt11018013061325660578.jpg;rmt11018013061325660578.jpg
Hu-Friedy;Шовные материалы;;PSN631S;psn631s;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-9 ;;rmt17820654531761110892.jpg;rmt17820654531761110892.jpg
Hu-Friedy;Шовные материалы;;PSN590FA;psn590fa;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-9 ;;rmt1676921132939881580.jpg;rmt1676921132939881580.jpg
Hu-Friedy;Шовные материалы;;PSN585FA;psn585fa;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-7 ;;rmt19335188671725687018.jpg;rmt19335188671725687018.jpg
Hu-Friedy;Шовные материалы;;PSN580FA;psn580fa;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-6 ;;rmt774857694204641824.jpg;rmt774857694204641824.jpg
Hu-Friedy;Шовные материалы;;PSN540FA;psn540fa;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-6;;rmt1406409326890128160.jpg;rmt1406409326890128160.jpg
Hu-Friedy;Шовные материалы;;PSN535FA;psn535fa;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы Premium C-6 ;;rmt17766414641064689453.jpg;rmt17766414641064689453.jpg
Hu-Friedy;Шовные материалы;;PSN525FA;psn525fa;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы Premium C-3 ;;rmt9273526501325006393.jpg;rmt9273526501325006393.jpg
Hu-Friedy;Шовные материалы;;PSN515FA;psn515fa;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы Premium C-3 ;;rmt61808510937421398.jpg;rmt61808510937421398.jpg
Hu-Friedy;Шовные материалы;;PSN510FA;psn510fa;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы Premium C-1 ;;rmt10829253981416339416.jpg;rmt10829253981416339416.jpg
Hu-Friedy;Шовные материалы;;PSN505FA;psn505fa;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы Premium C-3 ;;rmt1553897121696215743.jpg;rmt1553897121696215743.jpg
Hu-Friedy;Шовные материалы;;PSN494V;psn494v;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы Premium C-3 ;;rmt1983432273173484794.jpg;rmt1983432273173484794.jpg
Hu-Friedy;Шовные материалы;;PSN493V;psn493v;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы Premium C-3 ;;rmt3872496351667738417.jpg;rmt3872496351667738417.jpg
Hu-Friedy;Шовные материалы;;PSN492V;psn492v;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы Premium C-1 ;;rmt17993733572043633946.jpg;rmt17993733572043633946.jpg
Hu-Friedy;Шовные материалы;;PSN490V;psn490v;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы Premium C-1 ;;rmt2468880021151448969.jpg;rmt2468880021151448969.jpg
Hu-Friedy;Шовные материалы;;PSN489V;psn489v;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-6 ;;rmt7991999411142954428.jpg;rmt7991999411142954428.jpg
Hu-Friedy;Шовные материалы;;PSN393V;psn393v;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-6 ;;rmt1452240987752442866.jpg;rmt1452240987752442866.jpg
Hu-Friedy;Шовные материалы;;PSN392V;psn392v;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-22 ;;rmt2054136681892437508.jpg;rmt2054136681892437508.jpg
Hu-Friedy;Шовные материалы;;PSN388V;psn388v;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-22 ;;rmt1191990300650062185.jpg;rmt1191990300650062185.jpg
Hu-Friedy;Шовные материалы;;PSN387V;psn387v;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-17 ;;rmt1618232481738156360.jpg;rmt1618232481738156360.jpg
Hu-Friedy;Шовные материалы;;PSN385V;psn385v;Хирургия;HU-FRIEDY;Германия;Иглы с круглым сечением T-28;;rmt1503218171490310862.jpg;rmt1503218171490310862.jpg
Hu-Friedy;Шовные материалы;;PSN304V;psn304v;Хирургия;HU-FRIEDY;Германия;Иглы с круглым сечением T-28;;~nophoto_2_87_289.png;~nophoto_2_87_289.png
Hu-Friedy;Шовные материалы;;PSN303V;psn303v;Хирургия;HU-FRIEDY;Германия;Иглы с круглым сечением T-28;;~nophoto_2_87_568.png;~nophoto_2_87_568.png
Hu-Friedy;Шовные материалы;;PSN302V;psn302v;Хирургия;HU-FRIEDY;Германия;Иглы с режущим кончиком D-14;;~nophoto_2_63_388.png;~nophoto_2_63_388.png
Hu-Friedy;Шовные материалы;;PSN271V;psn271v;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-4;;rmt7459449821879269511.jpg;rmt7459449821879269511.jpg
Hu-Friedy;Шовные материалы;;PSN245V;psn245v;Хирургия;HU-FRIEDY;Германия;Иглы с круглым сечением S-4;;~nophoto_2_60_751.png;~nophoto_2_60_751.png
Hu-Friedy;Шовные материалы;;PSN18507S;psn18507s;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-22 ;;~nophoto_2_16_893.png;~nophoto_2_16_893.png
Hu-Friedy;Шовные материалы;;PSN1628S;psn1628s;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-6 ;;rmt1460283727877697424.jpg;rmt1460283727877697424.jpg
Hu-Friedy;Шовные материалы;;PSN397V;psn397v;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-22 ;;rmt8018085141412598686.jpg;rmt8018085141412598686.jpg
Hu-Friedy;Шовные материалы;;PSN389V;psn389v;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-6 ;;rmt589174318315922241.jpg;rmt589174318315922241.jpg
Hu-Friedy;Шовные материалы;;PSN422V;psn422v;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы Premium C-6 ;;rmt1491208995396312022.jpg;rmt1491208995396312022.jpg
Hu-Friedy;Шовные материалы;;PSN530FA;psn530fa;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-6 ;;rmt3202886291288766460.jpg;rmt3202886291288766460.jpg
Hu-Friedy;Шовные материалы;;PSN545FA;psn545fa;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-6 ;;rmt11881078421965593515.jpg;rmt11881078421965593515.jpg
Hu-Friedy;Шовные материалы;;PSN550FA;psn550fa;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы C-9 ;;rmt2098583652801229163.jpg;rmt2098583652801229163.jpg
Hu-Friedy;Шовные материалы;;PSN595FA;psn595fa;Хирургия;HU-FRIEDY;Германия;Реверсивно-режущие иглы Premium C-3 ;;rmt1197726257905135415.jpg;rmt1197726257905135415.jpg
Hu-Friedy;Штангенциркули;;CM106;cm106;Хирургия;HU-FRIEDY;Германия;Weiss Castroviejo штангенциркуль, модифицированный 0–40 мм 17 см/63/4“.;;rmt3849740651350367632.jpg;rmt3849740651350367632.jpg
Hu-Friedy;Штангенциркули;;CLC40CWM;clc40cwm;Хирургия;HU-FRIEDY;Германия;Castroviejo штангенциркуль, изогнутый 0–40 мм 18 см/7”.;;rmt179970619183555680.jpg;rmt179970619183555680.jpg
Hu-Friedy;Штопферы;;PP25;pp25;Хирургия;HU-FRIEDY;Германия;LaBanca 3х1,5 мм;;rmt17194192841842546064.jpg;rmt17194192841842546064.jpg
Hu-Friedy;Штопферы;;PLGLABANC6;plglabanc6;Хирургия;HU-FRIEDY;Германия;4 Jovanovic 3 мм #10, #6;;rmt301998438463225112.jpg;rmt301998438463225112.jpg
Hu-Friedy;Штопферы;;PLGJO/46;plgjo/46;Хирургия;HU-FRIEDY;Германия;Simion, штопфер #6;;rmt4202924612069640802.jpg;rmt4202924612069640802.jpg
Hu-Friedy;Штопферы;;IMP6523S6;imp6523s6;Хирургия;HU-FRIEDY;Германия;Ложка для внесения костного материала, #6. Большая ложка 10х25 мм, маленькая ложка 5х21 мм.;;rmt5343678561600592235.jpg;rmt5343678561600592235.jpg
Hu-Friedy;Штопферы;;EHB13/14;ehb13/14;Хирургия;HU-FRIEDY;Германия;Labanca костная ложка;;rmt618480106521966493.jpg;rmt618480106521966493.jpg
Hu-Friedy;Штопферы;;BURD033C;burd033c;Хирургия;HU-FRIEDY;Германия;Jovanovic, 5 мм;;rmt10772443131725044856.jpg;rmt10772443131725044856.jpg
Hu-Friedy;Щипцы;;H3;h3;Хирургия;HU-FRIEDY;Германия;Верхняя челюсть. Корни верхней челюсти, универсальные.;;rmt13470794691007938623.jpg;rmt13470794691007938623.jpg
Hu-Friedy;Щипцы;;FX97E;fx97e;Хирургия;HU-FRIEDY;Германия;Нижняя челюсть. Нижние восьмые зубы.;;rmt9964533582039666824.jpg;rmt9964533582039666824.jpg
Hu-Friedy;Щипцы;;FX79E;fx79e;Хирургия;HU-FRIEDY;Германия;Верхняя челюсть. Верхние восьмые зубы.;;rmt172348465463415470.jpg;rmt172348465463415470.jpg
Hu-Friedy;Щипцы;;FX67AE;fx67ae;Хирургия;HU-FRIEDY;Германия;Нижняя челюсть. Нижние резцы и клыки.;;rmt2051290511404153004.jpg;rmt2051290511404153004.jpg
Hu-Friedy;Щипцы;;FX4E;fx4e;Хирургия;HU-FRIEDY;Германия;Нижняя челюсть. Нижние корни, универсальные.;;rmt5270137422069102861.jpg;rmt5270137422069102861.jpg
Hu-Friedy;Щипцы;;FX46LE;fx46le;Хирургия;HU-FRIEDY;Германия;Верхняя челюсть.Нижние премоляры.;;rmt955557038147529507.jpg;rmt955557038147529507.jpg
Hu-Friedy;Щипцы;;FX36E;fx36e;Хирургия;HU-FRIEDY;Германия;Верхняя челюсть.Верхние премоляры, универсальные (также могут быть использоваться для верхних резцов, клыков и корней);;rmt4834448172117965797.jpg;rmt4834448172117965797.jpg
Hu-Friedy;Щипцы;;FX35E;fx35e;Хирургия;HU-FRIEDY;Германия;Нижняя челюсть. Нижние моляры, универсальные.;;rmt1878261138509042086.jpg;rmt1878261138509042086.jpg
Hu-Friedy;Щипцы;;FX22E;fx22e;Хирургия;HU-FRIEDY;Германия;Верхняя челюсть. Верхние центральные резцы и клыки.;;rmt1134899512765768577.jpg;rmt1134899512765768577.jpg
Hu-Friedy;Щипцы;;FX1E;fx1e;Хирургия;HU-FRIEDY;Германия;Верхняя челюсть.Верхние левые моляры.;;rmt11535418911566395209.jpg;rmt11535418911566395209.jpg
Hu-Friedy;Щипцы;;FX18E;fx18e;Хирургия;HU-FRIEDY;Германия;Верхняя челюсть. Верхние правые моляры.;;rmt3818096730062859.jpg;rmt3818096730062859.jpg
Hu-Friedy;Элеваторы;;EXC220/16;exc220/16;Хирургия;HU-FRIEDY;Германия;Элеваторы для люксации. Прямой, 5 мм.;;rmt18561905701904544116.jpg;rmt18561905701904544116.jpg
Hu-Friedy;Элеваторы;;EL5S;el5s;Хирургия;HU-FRIEDY;Германия;Элеваторы для люксации. Изогнутый, 5 мм.;;rmt1916526681735965866.jpg;rmt1916526681735965866.jpg
Hu-Friedy;Элеваторы;;EL5C;el5c;Хирургия;HU-FRIEDY;Германия;Элеваторы для люксации. Прямой, 3 мм.;;rmt190689640465235481.jpg;rmt190689640465235481.jpg
Hu-Friedy;Элеваторы;;EL3S;el3s;Хирургия;HU-FRIEDY;Германия;Элеваторы для люксации. Изогнутый, 3 мм.;;rmt3079093341982700294.jpg;rmt3079093341982700294.jpg
Hu-Friedy;Элеваторы;;EL3C;el3c;Хирургия;HU-FRIEDY;Германия;Элеваторы для люксации. Heidbrink элеватор 13/14.;;rmt1179176321462044531.jpg;rmt1179176321462044531.jpg
Hu-Friedy;Элеваторы;;BSJO5;bsjo5;Хирургия;HU-FRIEDY;Германия;Bernard элеватор, левый. Парные инструменты.;;rmt153964853284895041.jpg;rmt153964853284895041.jpg
Hu-Friedy;Элеваторы;;BER7;ber7;Хирургия;HU-FRIEDY;Германия;Bernard элеватор,правый. Парные инструменты.;;rmt173628999846898302.jpg;rmt173628999846898302.jpg
Hu-Friedy;Элеваторы;;BER6;ber6;Хирургия;HU-FRIEDY;Германия;Bernard элеватор, прямой.;;rmt927838055769290436.jpg;rmt927838055769290436.jpg
;;;10-130-03E;10-130-03e;Хирургия;HU-FRIEDY;Германия;;;rmt6166079281040701804.jpg;rmt6166079281040701804.jpg
